Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Bush to outline 'toughest' budget

President Bush is to send his toughest budget proposals to date to the US Congress, s...",business,Business,0.4,True,,,,,,,,,
"Orange colour clash set for court

A row over the colour orange could hit the courts after mobile phone giant Orange lau...",business,Business,0.32,True,,,,,,,,,
"Standard Life cuts policy bonuses

Standard Life, Europe's largest mutual life insurer, has cut bonuses for with-profit ...",business,business,0.34,True,,,,,,,,,
"EMI shares hit by profit warning

Shares in music giant EMI have sunk by more than 16% after the firm issued a profit wa...",business,business,0.37,True,,,,,,,,,
"China's Shanda buys stake in Sina

Chinese online game operator Shanda Interactive Entertainment has bought a 20% stake ...",business,Business,0.33,True,,,,,,,,,
"Mixed reaction to Man Utd offer

Shares in Manchester United were up over 5% by noon on Monday following a new offer fro...",business,Business,0.4,True,,,,,,,,,
"Gold falls on IMF sale concerns

The price of gold has fallen after the International Monetary Fund (IMF) said it will l...",business,business,0.37,True,,,,,,,,,
"Electronics firms eye plasma deal

Consumer electronics giants Hitachi and Matshushita Electric are joining forces to sh...",business,Business,0.31,True,,,,,,,,,
"MG Rover China tie-up 'delayed'

MG Rover's proposed tie-up with China's top carmaker has been delayed due to concerns b...",business,business,0.32,True,,,,,,,,,
"US bank boss hails 'genius' Smith

US Federal Reserve chairman Alan Greenspan has given a speech at a Scottish church in...",business,Business,0.38,True,,,,,,,,,
"Economy 'strong' in election year

UK businesses are set to prosper during the next few months - but this could trigger ...",business,business,0.33,True,,,,,,,,,
"SEC to rethink post-Enron rules

The US stock market watchdog's chairman has said he is willing to soften tough new US c...",business,Business,0.4,True,,,,,,,,,
"Nissan names successor to Ghosn

Nissan has named a lifetime employee to run its operations after Carlos Ghosn, its high...",business,Business,0.37,True,,,,,,,,,
"Ukraine trims privatisation check

Ukraine is to review ""dozens"" of state asset sales as the country's new administratio...",business,Business,0.43,True,,,,,,,,,
"Absa and Barclays talks continue

South Africa biggest retail bank Absa has said it is still in talks with UK bank Barcl...",business,business,0.31,True,,,,,,,,,
"Rescue hope for Borussia Dortmund

Shares in struggling German football club Borussia Dortmund slipped on Monday despite...",business,business,0.32,True,,,,,,,,,
"Standard Life concern at LSE bid

Standard Life is the latest shareholder in Deutsche Boerse to express concern at the G...",business,business,0.37,True,,,,,,,,,
"BP surges ahead on high oil price

Oil giant BP has announced a 26% rise in annual profits to $16.2bn (£8.7bn) on the ba...",business,business,0.37,True,,,,,,,,,
"Oil companies get Russian setback

International oil and mining companies have reacted cautiously to Russia's decision t...",business,Business,0.38,True,,,,,,,,,
"Gaming firm to sell UK dog tracks

Six UK greyhound tracks have been put up for sale by gaming group Wembley as part of ...",business,Business,0.32,True,,,,,,,,,
"Man Utd to open books to Glazer

Manchester United's board has agreed to give US tycoon Malcolm Glazer access to its boo...",business,Business,0.4,True,,,,,,,,,
"Sales 'fail to boost High Street'

The January sales have failed to help the UK High Street recover from a poor Christma...",business,Business,0.31,True,,,,,,,,,
"McDonald's to sponsor MTV show

McDonald's, the world's largest restaurant chain, is to sponsor a programme on music cha...",business,Business,0.33,True,,,,,,,,,
"Call to save manufacturing jobs

The Trades Union Congress (TUC) is calling on the government to stem job losses in manu...",business,business,0.3,True,,,,,,,,,
"Tsunami 'to hit Sri Lanka banks'

Sri Lanka's banks face hard times following December's tsunami disaster, officials hav...",business,business,0.31,True,,,,,,,,,
"Shares rise on new Man Utd offer

Shares in Manchester United closed up 4.75% on Monday following a new offer from US ty...",business,Business,0.39,True,,,,,,,,,
"Yukos drops banks from court bid

Russian oil company Yukos has dropped the threat of legal action against five banks it...",business,Business,0.33,True,,,,,,,,,
"Venezuela reviews foreign deals

Venezuela is to review all foreign investment in its mining industries in an effort to ...",business,Business,0.34,True,,,,,,,,,
"Lloyd's of London head chides FSA

The head of Lloyd's of London, the insurance market, has criticised Britain's financi...",business,business,0.32,True,,,,,,,,,
"Bat spit drug firm goes to market

A German firm whose main product is derived from the saliva of the vampire bat is loo...",business,business,0.31,True,,,,,,,,,
"Vodafone appoints new Japan boss

Vodafone has drafted in its UK chief executive William Morrow to take charge of its tr...",business,Business,0.3,True,,,,,,,,,
"Pension hitch for long-living men

Male life expectancy is much higher than originally estimated, leading pension resear...",business,Business,0.31,True,,,,,,,,,
"Card fraudsters 'targeting web'

New safeguards on credit and debit card payments in shops has led fraudsters to focus o...",business,Business,0.38,True,,,,,,,,,
"Britannia members' £42m windfall

More than 800,000 Britannia Building Society members are to receive a profit share wor...",business,Business,0.31,True,,,,,,,,,
"Firms pump billions into pensions

Employers have spent billions of pounds propping up their final salary pensions over ...",business,Business,0.34,True,,,,,,,,,
"UK homes hit £3.3 trillion total

The value of the UK's housing stock reached the £3.3 trillion mark in 2004 - triple th...",business,business,0.33,True,,,,,,,,,
"Economy 'strong' in election year

UK businesses are set to prosper during the next few months - but this could trigger ...",business,business,0.35,True,,,,,,,,,
"G7 backs Africa debt relief plan

G7 finance ministers have backed plans to write off up to 100% of the debts of some of...",business,Business,0.51,True,,,,,,,,,
"Q&A: Malcolm Glazer and Man Utd

The battle for control of Manchester United has taken another turn after the club confi...",business,Business,0.44,True,,,,,,,,,
"Making your office work for you

Our mission to brighten up your working lives continues - and this time, we're taking a...",business,Business,0.5,True,,,,,,,,,
"Market unfazed by Aurora setback

As the Aurora limped back to its dock on 20 January, a blizzard of photos and intervie...",business,business,0.41,True,,,,,,,,,
"The 'ticking budget' facing the US

The budget proposals laid out by the administration of US President George W Bush ar...",business,business,0.49,True,,,,,,,,,
"Ebbers 'aware' of WorldCom fraud

Former WorldCom boss Bernie Ebbers was directly involved in the $11bn financial fraud ...",business,Business,0.37,True,,,,,,,,,
"Renault boss hails 'great year'

Strong sales outside western Europe helped Renault boost its profits by more than 40% i...",business,business,0.33,True,,,,,,,,,
"Survey confirms property slowdown

Government figures have confirmed a widely reported slowdown of the UK's housing mark...",business,Business,0.37,True,,,,,,,,,
"Bush budget seeks deep cutbacks

President Bush has presented his 2006 budget, cutting domestic spending in a bid to low...",business,Business,0.44,True,,,,,,,,,
"Profits stall at China's Lenovo

Profits at Chinese computer firm Lenovo have stood still amid slowing demand at home an...",business,Business,0.33,True,,,,,,,,,
"MCI shares climb on takeover bid

Shares in US phone company MCI have risen on speculation that it is in takeover talks....",business,Business,0.33,True,,,,,,,,,
"BT offers equal access to rivals

BT has moved to pre-empt a possible break-up of its business by offering to cut wholes...",business,Business,0.42,True,,,,,,,,,
"Jobs growth still slow in the US

The US created fewer jobs than expected in January, but a fall in jobseekers pushed th...",business,business,0.33,True,,,,,,,,,
"News Corp eyes video games market

News Corp, the media company controlled by Australian billionaire Rupert Murdoch, is ...",business,Business,0.33,True,,,,,,,,,
"Call to overhaul UK state pension

The UK pension system has been branded inadequate and too complex by a leading retire...",business,Business,0.3,True,,,,,,,,,
"Singapore growth at 8.1% in 2004

Singapore's economy grew by 8.1% in 2004, its best performance since 2000, figures fro...",business,business,0.31,True,,,,,,,,,
"Turkey knocks six zeros off lira

Turkey is to relaunch its currency on Saturday, knocking six zeros off the lira in the...",business,business,0.38,True,,,,,,,,,
"S Korea spending boost to economy

South Korea will boost state spending next year in an effort to create jobs and kick ...",business,Business,0.38,True,,,,,,,,,
"Latin America sees strong growth

Latin America's economy grew by 5.5% in 2004, its best performance since 1980, while e...",business,business,0.32,True,,,,,,,,,
"Asia shares defy post-quake gloom

Indonesian, Indian and Hong Kong stock markets reached record highs.

Investors seeme...",business,business,0.43,True,,,,,,,,,
"Booming markets shed few tears

The market, former British government minister Michael Heseltine once said, has no moral...",business,business,0.49,True,,,,,,,,,
"Asian quake hits European shares

Shares in Europe's leading reinsurers and travel firms have fallen as the scale of the...",business,Business,0.46,True,,,,,,,,,
"Split-caps pay £194m compensation

Investors who lost money following the split-capital investment trust scandal are to ...",business,Business,0.35,True,,,,,,,,,
"French suitor holds LSE meeting

European stock market Euronext has met with the London Stock Exchange (LSE) amid specul...",business,Business,0.38,True,,,,,,,,,
"Troubled Marsh under SEC scrutiny

The US stock market regulator is investigating troubled insurance broker Marsh & McLe...",business,business,0.32,True,,,,,,,,,
"Could Yukos be a blessing in disguise?

Other things being equal, the notion of entrepreneurs languishing in jail while ...",business,Business,0.46,True,,,,,,,,,
"Nasdaq planning $100m share sale

The owner of the technology-dominated Nasdaq stock index plans to sell shares to the p...",business,Business,0.31,True,,,,,,,,,
"Giving financial gifts to children

Your child or grandchild may want the latest toy this Christmas, but how about givin...",business,Business,0.49,True,,,,,,,,,
"Air China in $1bn London listing

China's national airline is to make its overseas stock market debut with a dual listin...",business,Business,0.38,True,,,,,,,,,
"Oil prices reach three-month low

Oil prices have fallen heavily for a second day, closing at three-month lows after new...",business,business,0.4,True,,,,,,,,,
"Arsenal 'may seek full share listing'

Arsenal vice-chairman David Dein has said the club may consider seeking a full li...",business,Business,0.39,True,,,,,,,,,
"Markets signal Brazilian recovery

The Brazilian stock market has risen to a record high as investors display growing co...",business,business,0.37,True,,,,,,,,,
"Markets fall on weak dollar fears

Rising oil prices and the sinking dollar hit shares on Monday after a finance ministe...",business,business,0.39,True,,,,,,,,,
